Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
Fujitsu Limited$Fujitsu SPARC Enterprise M8000  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$32$16$2$2$10.6$11.9$Feb-2012$Intel Xeon E5-2609$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1067 MHz and CL7)
Fujitsu Limited$Fujitsu SPARC Enterprise M8000  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$16$2$2$20.9$23.6$Feb-2012$Intel Xeon E5-2620$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu Limited$Fujitsu SPARC Enterprise M8000  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$16$2$2$21.7$24.6$Jan-2012$Intel Xeon E5-2630$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu Limited$Fujitsu SPARC Enterprise M4000  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$16$4$4$2$12.1$12.7$Mar-2012$Intel Xeon E5-2630L$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu Limited$Fujitsu SPARC Enterprise M8000  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$64$16$4$2$25.0$28.8$Feb-2012$Intel Xeon E5-2637$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$5 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Limited$Fujitsu SPARC Enterprise M8000  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$64$16$4$2$13.6$14.4$Jan-2012$Intel Xeon E5-2640$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu Limited$Fujitsu SPARC Enterprise M3000  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$4$1$4$2$13.0$13.6$Feb-2012$Intel Xeon E5-2643$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS M440 Pentium 4 670  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$1$1$1$1$11.9$12.1$Feb-2012$Intel Xeon E5-2650$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS V830, Opteron 256, Linux 64-bit  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$1$1$1$1$12.7$13.2$Feb-2012$Intel Xeon E5-2650L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS R640, Intel Xeon 5160 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$17.1$17.7$Jan-2012$Intel Xeon E5-2660$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS V840, AMD Opteron 2218  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$12.5$15.4$Mar-2012$Intel Xeon E5-2665$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS R540, Intel Xeon processor X5355  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.1$16.6$Feb-2012$Intel Xeon E5-2667$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS V840, AMD Opteron 2220  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$13.1$16.0$Jan-2012$Intel Xeon E5-2670$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS R540, Intel Xeon processor E5335  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$13.6$14.0$Feb-2012$Intel Xeon E5-2680$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS R540, Intel Xeon processor E5345  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$14.9$15.4$Feb-2012$Intel Xeon E5-2690$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$PRIMERGY RX200 S3, Intel Xeon processor 5140, 2.33 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$2$1$2$1$14.2$14.5$Sep-2013$Intel Xeon E5-2603 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3L-12800R-11, ECC, running at 1333 MHz and CL9)
Fujitsu Siemens Computers$PRIMERGY RX200 S3, Intel Xeon processor 5150, 2.66 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$2$1$2$1$15.5$15.9$Sep-2013$Intel Xeon E5-2609 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1333 MHz and CL9)
Fujitsu Siemens Computers$PRIMERGY TX120, Intel Celeron processor 440, 2.0 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$No$1$1$1$1$11.4$11.5$Sep-2013$Intel Xeon E5-2620 v2$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS V840, Opteron 2222, 64-bit Linux  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$16.0$17.4$Sep-2013$Intel Xeon E5-2630 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3L-12800R-11, ECC)
Fujitsu Siemens Computers$CELSIUS H250, Intel Core 2 Duo T7700 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$15.4$15.6$Sep-2013$Intel Xeon E5-2630L v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz and CL11)
Fujitsu Siemens Computers$CELSIUS R650, Intel Xeon X5460 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$20.1$23.7$Sep-2013$Intel Xeon E5-2637 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS R550, Intel Xeon E5410 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.7$19.8$Sep-2013$Intel Xeon E5-2640 v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz and CL11)
Fujitsu Siemens Computers$CELSIUS R550, Intel Xeon X5460 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$20.0$23.7$Sep-2013$Intel Xeon E5-2643 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS M460, Intel Core 2 Duo E6850 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$19.3$20.3$Sep-2013$Intel Xeon E5-2650 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS M460, Intel Core 2 Quad Q6700 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$17.8$19.1$Sep-2013$Intel Xeon E5-2650L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1600 MHz)
Fujitsu Siemens Computers$CELSIUS R550, Intel Xeon E5440 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.8$22.3$Sep-2013$Intel Xeon E5-2660 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS R550, Intel Xeon X5450 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$19.4$23.0$Sep-2013$Intel Xeon E5-2667 v2$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS R550, Intel Xeon E5205, 1.87 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$13.6$15.7$Sep-2013$Intel Xeon E5-2670 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS R550, Intel Xeon X5260, 3.33 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.5$23.9$Sep-2013$Intel Xeon E5-2680 v2$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS R650, Intel Xeon X5260, 3.33 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.5$23.9$Sep-2013$Intel Xeon E5-2690 v2$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS M460, Intel Core 2 Quad Q9550  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$20.0$21.4$Sep-2013$Intel Xeon E5-2695 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS M460, Intel Core 2 Quad Q9450  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$19.2$20.6$Aug-2013$Intel Xeon E5-2697 v2$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Fujitsu Siemens Computers$CELSIUS M460, Intel Core 2 Extreme QX9650  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$20.8$22.2$Feb-2011$SPARC64 VII+$2860$64 KB I + 64 KB D on chip per core$5632 KB I+D on chip per chip$None$32 GB (8 x 4 GB, 2-way interleaved)
Fujitsu Siemens Computers$CELSIUS M460, Intel Core 2 Duo E8400  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$20.3$21.4$Sep-2010$SPARC64 VII+$2660$64 KB I + 64 KB D on chip per core$11 MB I+D on chip per chip$None$128 GB (32 x 4 GB, 8-way interleaved)
Fujitsu Siemens Computers$CELSIUS M460, Intel Core 2 Duo E8500  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$21.0$22.1$Oct-2010$SPARC64 VII+$3000$64 KB I + 64 KB D on chip per core$12 MB I+D on chip per chip$None$512 GB (128 x 4 GB, 8-way interleaved)
Fujitsu Siemens Computers$CELSIUS V840, AMD Opteron 2356 (2.3 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.4$19.4$Oct-2010$SPARC64 VII+$3000$64 KB I + 64 KB D on chip per core$12 MB I+D on chip per chip$None$512 GB (128 x 4 GB, 8-way interleaved)
Fujitsu Siemens Computers$CELSIUS V840, AMD Opteron 2346 HE (1.8 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$14.4$16.1$Sep-2008$SPARC64 VII$2520$64 KB I + 64 KB D on chip per core$5 MB I+D on chip per chip$None$16 GB (2 GB x 8), 2-way interleaved
Fujitsu Siemens Computers$CELSIUS V840, AMD Opteron 2350 (2.0 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$15.8$17.6$Mar-2007$SPARC64 VI$2150$128 KB I + 128 KB D on chip per core$5 MB I+D on chip per chip$None$16 GB (16 x 1 GB, see notes for details)
Fujitsu Siemens Computers$CELSIUS V840, AMD Opteron 2354 (2.2 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.7$18.5$Jul-2008$SPARC64 VII$2400$64 KB I + 64 KB D on chip per core$5 MB I+D on chip per chip$None$64 GB (32 x 2 GB)
Fujitsu Siemens Computers$PRIMERGY RX300 S4, Intel Xeon X5460, 3.16 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$20.1$23.8$Mar-2008$SPARC64 VI$2280$128 KB I + 128 KB D on chip per core$5 MB I+D on chip per chip$None$256 GB (128 x 2 GB DIMMs)
Fujitsu Siemens Computers$PRIMERGY RX300 S4, Intel Xeon E5440, 2.83 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.9$22.3$Feb-2008$SPARC64 VI$2400$128 KB I + 128 KB D on chip per core$6 MB I+D on chip per chip$None$256 GB (128 x 2 GB DIMMs)
Fujitsu Siemens Computers$PRIMERGY RX300 S4, Intel Xeon E5420, 2.50 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.4$20.6$Mar-2007$SPARC64 VI$2400$128 KB I + 128 KB D on chip per core$6 MB I+D on chip per chip$None$64 GB (64 x 1 GB, see notes for details)
Fujitsu Siemens Computers$PRIMERGY RX300 S4, Intel Xeon E5430, 2.66 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.2$21.5$Mar-2007$SPARC64 VI$2280$128 KB I + 128 KB D on chip per core$5 MB I+D on chip per chip$None$64 GB (64 x 1 GB, see notes for details)
Fujitsu Siemens Computers$PRIMERGY RX300 S4, Intel Xeon L5410, 2.33 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.7$19.8$Jun-2008$SPARC64 VII$2520$64 KB I + 64 KB D on chip per core$6 MB I+D on chip per chip$None$256 GB (128 x 2 GB)
Fujitsu Siemens Computers$PRIMERGY RX300 S4, Intel Xeon X5260, 3.33 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.7$24.2$Jul-2008$SPARC64 VII$2520$64 KB I + 64 KB D on chip per core$6 MB I+D on chip per chip$None$256 GB (128 x 2 GB)
Fujitsu Siemens Computers$PRIMERGY RX200 S4, Intel Xeon L5410, 2.33 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$16.9$19.9$Aug-2007$Intel Core 2 Duo T7700$2400$32 KB I + 32 KB D on chip per core$4 MB I+D on chip per chip$None$2 GB (2x1 GB 667 MHz CL5 DDR2 SDRAM)
Fujitsu Siemens Computers$PRIMERGY RX200 S4, Intel Xeon E5405, 2.0 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$15.4$18.1$Nov-2008$Intel Core 2 Extreme QX9300$2530$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$4 GB (2x2 GB DDR3 1066 MHz SDRAM)
Fujitsu Siemens Computers$PRIMERGY RX200 S4, Intel Xeon E5420, 2.50 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$17.4$20.6$Apr-2006$Intel Pentium 4$3800$12 K micro-ops I + 16 KB D on chip per chip$2 MB I+D on chip per chip$None$4 GB (4 x 1 GB PC2-4200 2 rank DDR2 ECC modules)
Fujitsu Siemens Computers$PRIMERGY RX200 S4, Intel Xeon X5460, 3.16 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$20.0$23.7$Dec-2007$Intel Core 2 Duo E6850$3000$32 KB I + 32 KB D on chip per core$4 MB I+D on chip per chip$None$4 GB (4x1 GB PC2-6400 CL6 SDRAM)
Fujitsu Siemens Computers$PRIMERGY RX200 S4, Intel Xeon E5440, 2.83 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.9$22.4$Mar-2008$Intel Core 2 Duo E8400$3000$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$4 GB (4x1 GB PC2-6400 CL6 SDRAM)
Fujitsu Siemens Computers$PRIMERGY RX200 S4, Intel Xeon X5260, 3.33 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.8$24.3$Feb-2008$Intel Core 2 Duo E8500$3167$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$4 GB (4x1 GB PC2-6400 CL6 SDRAM)
Fujitsu Siemens Computers$PRIMERGY RX200 S4, Intel Xeon E5430, 2.66 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$18.3$21.6$Oct-2008$Intel Core 2 Duo E8600$3333$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$4 GB (4x1 GB PC2-6400 CL6 SDRAM)
Fujitsu Siemens Computers$CELSIUS R550, Intel Xeon X5470 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$20.5$24.5$Feb-2008$Intel Core 2 Extreme QX9650$3000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$4 GB (4x1 GB PC2-6400 CL6 SDRAM)
Fujitsu Siemens Computers$PRIMERGY RX300 S4, Intel Xeon X5470, 3.33 GHz  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$25.1$26.3$Dec-2007$Intel Core 2 Quad Q6700$2667$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$4 GB (4x1 GB PC2-6400 CL6 SDRAM)
Fujitsu Siemens Computers$CELSIUS R650, Intel Xeon X5470 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$25.2$26.3$Mar-2008$Intel Core 2 Quad Q9450$2667$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$4 GB (4x1 GB PC2-6400 CL6 SDRAM)
Fujitsu Siemens Computers$CELSIUS R650, Intel Xeon X5270 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$25.2$26.4$Mar-2008$Intel Core 2 Quad Q9550$2833$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$4 GB (4x1 GB PC2-6400 CL6 SDRAM)
Fujitsu Siemens Computers$CELSIUS M460, Intel Core 2 Duo E8600 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$21.6$23.1$Oct-2008$Intel Core 2 Quad Q9650$3000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$4 GB (4x1 GB PC2-6400 CL6 SDRAM)
Fujitsu Siemens Computers$CELSIUS M460, Intel Core 2 Quad Q9650 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$20.7$22.4$Feb-2007$Intel Xeon E5335$2000$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$8 GB (4x2 GB DDR2 5300F, 2 rank, CL5-5-5,with ECC)
Fujitsu Siemens Computers$CELSIUS H270, Intel Core 2 Extreme QX9300 processor  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$19.1$20.8$Mar-2007$Intel Xeon E5345$2333$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$8 GB (4x2 GB DDR2 5300F, 2 rank, CL5-5-5,with ECC)
Future Publishing Ltd.$Fi7EPOWER MLK1610 (Intel Core i7-965)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$33.6$35.7$Feb-2007$Intel Xeon X5355$2667$32 KB I + 32 KB D on chip per core$8 MB I+D on chip per chip, 4 MB shared / 2 cores$None$8 GB (4x2 GB DDR2 5300F, 2 rank, CL5-5-5,with ECC)
H3C$H3C UIS R390x G2 (Intel Xeon E5-2620 v4, 2.10 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$104$110$Jan-2008$Intel Xeon E5205$1867$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$8 GB (4x2 GB PC2-5300F, 2 rank, CL5-5-5, ECC)
H3C$H3C UniServer R4900 G3 (Intel Xeon Gold 6140)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$140$147$Nov-2007$Intel Xeon E5410$2333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$8 GB (4x2 GB PC2-5300F, 2 rank, CL5-5-5, ECC)
H3C$H3C UniServer R4900 G3 (Intel Xeon Platinum 8180)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$2$28$1$148$154$Dec-2007$Intel Xeon E5440$2833$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$8 GB (4x2 GB PC2-5300F, 2 rank, CL5-5-5, ECC)
H3C$H3C UniServer R4900 G3 (Intel Xeon Platinum 8164)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$52$2$26$1$140$148$Jan-2008$Intel Xeon X5260$3333$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$8 GB (4x2 GB PC2-5300F, 2 rank, CL5-5-5, ECC)
HITACHI$BladeSymphony BS1000 (Intel Xeon 5160)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$16.1$16.6$Dec-2007$Intel Xeon X5450$3000$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$8 GB (4x2 GB PC2-5300F, 2 rank, CL5-5-5, ECC)
HITACHI$BladeSymphony BS320 (Intel Xeon E5345)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$14.8$15.2$Nov-2007$Intel Xeon X5460$3167$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$8 GB (4x2 GB PC2-5300F, 2 rank, CL5-5-5, ECC)
HITACHI$BladeSymphony BS320 (Intel Xeon E5450)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$19.0$22.4$Aug-2008$Intel Xeon X5470$3333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$8 GB (8x1 GB DDR2 5300F, 2 rank, CL5-5-5, ECC)
HITACHI$BladeSymphony BS320 (Intel Xeon X5260)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.3$23.6$Nov-2006$Intel Xeon 5160$3000$32 KB I + 32 KB D on chip per core$4 MB I+D on chip per chip$None$8 GB (8x1 GB DDR2 5300F, 2 rank, CL5-5-5, ECC)
HITACHI$BladeSymphony BS1000 (Intel Xeon X5460)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$19.5$23.1$Jan-2008$Intel Xeon X5260$3333$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$8 GB (8x1 GB PC2-5300F, 2 rank, CL5-5-5, ECC)
HITACHI$BladeSymphony BS320 es (Intel Xeon L5320)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$12.2$14.3$Sep-2008$Intel Xeon X5270$3500$32 KB I + 32 KB D on chip per core$6 MB I+D on chip per chip$None$8 GB (8x1 GB DDR2 5300F, 2 rank, CL5-5-5, ECC)
HITACHI$BladeSymphony BS2000 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$39.3$42.0$Nov-2007$Intel Xeon X5460$3166$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$8 GB (8x1 GB PC2-5300F, 2 rank, CL5-5-5, ECC)
HITACHI$BladeSymphony BS320 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$39.1$41.6$Sep-2008$Intel Xeon X5470$3333$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$8 GB (8x1 GB DDR2 5300F, 2 rank, CL5-5-5, ECC)
HITACHI$BladeSymphony BS320 (Intel Xeon X5670)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$42.5$45.2$Apr-2006$AMD Opteron 256$3000$64 KB I + 64 KB D on chip per chip$1 MB I+D on chip per chip$None$2 GB (4 x 512 MB PC3200 CL3-3-3 DDR SDRAM)
